标题,昵称,地区,评论内容,情感得分,来源文件
居然能用VR学语文？ #vr  #网课,小熊可可茶（为菠萝发声）,未知,我看见我妹的不一样,0.35,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,陆遥知马力,未知,你来了，我给你视频吗？,0.58,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,😘 有金幸福,未知,我现在不上,0.35,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,甜美小熊🍓,未知,[看][看][看][看][看],0.72,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,菻,未知,我的课本里不是这样说的,0.58,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,五零二餐饮店,未知,以以前你玩这个视频的时候你都没有说你叫小兰呀什么鬼？(´◑д◐｀)你能多拍点视频吗？因为我特别想看[666][666][666][666][666][666][666][666][666][666],0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,樱桃没丸子,未知,我的书上没有这个课文,0.87,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,众森梓钰整木高端定制,未知,这个书不一样啊,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,橙子🫐,未知,教材不一样！,0.71,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Gray1etter,未知,那个……我用的是人教版……,0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,双敏,未知,怎么玩这个？,0.67,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我是第七个帅哥,未知,诸葛连弩。,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,爱玩蛋仔派队！！！,未知,We are是这个声音，对吧,0.33,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,ˡのˡᵒᵛᵉ潇💗,未知,现在不一样了[看],0.43,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,两宝贝的奶奶。,未知,小忍的游戏明子就叫小忍吗？,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,会emo的boy,未知,都改版了。,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户3794218206406,未知,我看到了，有一个大眼睛在看你,0.61,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,加油,未知,我都还没学到,0.64,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,壶口导游小段（粉丝破1000开直播）,未知,神马！骑兵马俑。[赞]OK[酷拽],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,聂伟,未知,不我不要上网课,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户4333870735827,未知,别提了，都是些多么痛苦的回忆啊[捂脸][捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,！！！！！,未知,几点直播,0.26,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,⚝,未知,版本不一样[看],0.54,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,沙沙,未知,这个怎么操作啊，我要用VR上一节课[捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,糖糖和果果٩,未知,小兰，你是不是皮痒啦,0.32,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,e,未知,现在换版本了,0.38,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,自信die浪,未知,哎，不是，我说讲课文咋还讲到王者里的后羿了嘞？,0.55,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,初見,未知,好家伙你帮我回忆起来了[黑脸],0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,𝓢𝓾𝓹𝓹悸晚念,未知,这不就是那个啥吗？兵马俑我去过,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,White Genja,未知,我还没上这本课呢。,0.62,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,无鸣海,未知,原来VR也可以 上网课,0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,暗恋,未知,我已经6年级了耶,0.54,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我明天一定早睡,未知,小蓝，我把你所有的作品都看了一遍，快点夸我,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我素果子🍏,未知,噗哈哈哈[捂脸],0.2,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,芒果糯米饭,未知,我还记得上这个兵马俑 以前觉得这篇课文字超多 因为有的人没有标小节 老师叫他们把这一课抄了一遍[黑脸] 现在觉得没什么 之前觉得很开心 因为那时候标小节了不用抄[看],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,花枝丸ovo,未知,为什么你的头盔没有线了呀，是无线的吗,0.41,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我的世界梦梦(2 号),未知,可是我才三年級呀 ,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户1104701033605,未知,我2019年去过,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,劉,未知,我去过不是那样的,0.36,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,欢乐丽姐,未知,小蓝真棒[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]我爱你[微笑][微笑][微笑][赞][赞][赞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,哎呀,未知,这个书好像是盗版的 我咋没有[捂脸],0.01,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,强。哥。,未知,有人在盯着小蓝[思考][思考][思考][思考],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冰美式ebb,未知,这个是旧版的,0.75,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,琳墨,未知,早被我拿去烤地瓜了,0.61,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,叶,未知,不是很专业，好复杂,0.72,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,泡芙妮卡,未知,我们的第一课叫做观潮。,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,fufgiigf,未知,我是英彩,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,林,未知,我好想玩呐，各种各样的，你还有别的视频，抖音呢，我太喜欢了，我真的好想要玩呢，你知道我有多想玩吗？好想玩啊，好羡慕你呀[赞][赞][赞][玫瑰][玫瑰][玫瑰][666][666][666][鼓掌],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,大都汇形象设计,未知,可不可以多做一些这个系列,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,YuHao,未知,小蓝，你怎么变成老师了？[捂脸][捂脸][捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,yucki,未知,老师也玩王者荣耀吗？,0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,河南人在印尼,未知,我是一年。不是死。,0.21,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,李有福,未知,好想玩啊,0.65,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,💞 张希瑶_,未知,兵马俑都去过了吗。,0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,那年夏天的夜,未知,不是潮汐吗？,0.41,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,TwoHoursYearsLater,未知,我们不是这种语文书,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小晴天,未知,改了,0.39,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小名：玥玥,未知,经过呀，我妈妈带我旅游见过呀。 ,0.75,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,静小萌,未知,3月1日是我的生日,0.1,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,骑士歌声,未知,不好意思，书版本不一样,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,弟弟的小天使,未知,以前上这个课文，我一直觉得很枯燥，可以后再看的时候，突然觉得好精彩[调皮]。,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,朝春日走去,未知,吓得我赶紧翻走了[呲牙][呲牙][呲牙],0.18,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,暮雪月糖,未知,我正好可你这本书是旧版,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户0517834689817,未知,前排[泣不成声],0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🌻,未知,3分钟,0.29,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,种花家小艺,未知,现实的兵马俑只有1米5左右[捂脸],0.07,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,战神榜.,未知,前排,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,你蛋挞方了,未知,超级前排[泣不成声],0.4,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,游离物,未知,16个赞?！[捂脸][捂脸],0.01,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户4333870735827,未知,别提了，都是些多么痛苦的回忆啊[捂脸][捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,白妘出岫回春,未知,四分钟了，还热乎吗？,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,💞拾光,未知,你好！,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,柒拾壹.,未知,小蓝，没想到连你也背叛了我[泣不成声][泣不成声],0.91,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户1812451088342,未知,两分钟前,0.41,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Lili🍀🌞,未知,OMG WOW,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,！！！！！,未知,几点直播,0.26,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,逐月,未知,摸一下,0.48,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,换号了,未知,沙发,0.54,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,逐月,未知,前排,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户3769498429307,未知,[灵机一动],0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,TwTang^,未知,@@[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,TwTang^,未知,沙发,0.54,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,五莲平安妈咪-殷,未知,前排,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,至火新式地锅炖(固墙店)官方号,未知,[赞][赞],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,^.诗染⁵²⁰🎸,未知,,,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,白柚,未知,,,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,111,未知,吖－[暗中观察],0.78,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,瑞宝妈妈,未知,基础设施设备，家庭版，多少米,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,𝓢𝓾𝓹𝓹悸晚念,未知,这不就是那个啥吗？兵马俑我去过,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,(=^▽^=),未知,我见过真的。,0.36,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,blueberry,未知,考古,0.75,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,双敏,未知,怎么玩这个？,0.67,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,@又红又紫的黄,未知,[色][色][一起加油][调皮][鼓掌][比心][比心][爱心][爱心][嘴唇][666][666][666][666][666][给力][给力][给力][给力][加一][加一][太阳][太阳][加鸡腿][招财兔][福][平安果][气球][candy][糖葫芦][iloveyou][元宝][粽子][情书][iloveyou][戒指][棒棒糖][巧克力][汤圆][干杯],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,努恩🔥,未知,,,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,猛瘦（时代水岸店）,未知,[泣不成声][捂脸],0.04,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,猛瘦（时代水岸店）,未知,@,0.83,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,不吃薯条🍟,未知,[流泪],0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,宗氏精品洋果行超市甄选,未知,我们家有，我想到这个，可以不出门体验，,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,宗氏精品洋果行超市甄选,未知,我收索的，我就是想学这个,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,一架正在起飞的747🇵🇸🇨🇳,未知,以前我爸出差，就去的兵马俑,0.89,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Y、,未知,@草莓有点贤. @𝙅𝙖𝙬𝙤𝙣^,0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,^世湘倫^,未知,这里我去过,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,紫梦<玉媱>,未知,不是也没有啊,0.37,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🍚墨小豆💖,未知,@墨璃💗,0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,不负遇见的你,未知,Come on 的喂,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,为霞尚满天,未知,《ADC》,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,会emo的boy,未知,我就想说这和课文有什么关系,0.78,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,会emo的boy,未知,都改版了。,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,和丽姐,未知,这个又不是,0.37,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,m•o•ᐝiooo,未知,[击掌][击掌][击掌],0.4,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,梵高的向日葵,未知,@@燕咂儿～,0.31,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,浠浠,未知,没上过,0.34,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,好运来！,未知,我都没学过,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,刘总,未知,@VR玩家一号：周四五六晚6到8点直播游戏，周六晚9点到8点直播vr问题答疑。顶我上去,0.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,亚子,未知,[捂脸],0.05,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,林安,未知,我以前去过兵马俑知识还原的一模一样，还不怕被人挤下去？[呲牙],0.94,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,甜美小熊🍓,未知,[看][看][看][看][看],0.72,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,刘君昊,未知,我还没学到那儿啦,0.62,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,要发疯了,未知,我不是这个版本的。,0.48,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,梓涵(●°u°●),未知,我压根就没学会，我还没有书,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,এ🌱叶33🍃,未知,这不是已经直播了吗？怎么没有显示？,0.11,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户75218218,未知,是哪个学校？我是上二小，你说是四年级唉，我只上到一年级,1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户75218218,未知,唉，我是几晓得我是二小唉，我才是一点点,0.13,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,丁丁,未知,不会,0.4,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,YUWH,未知,@0️⃣6️⃣5️⃣ @皓月当空,0.86,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,白雪梦,未知,好逼真,0.79,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,少林寺工夫小梁🦜37岁,未知,[玫瑰][比心][赞][玫瑰],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Anni.,未知,[赞][赞][赞][赞][赞][赞][赞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Anni.,未知,[赞],0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户0297974271114,未知,[赞][赞][赞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,路°C,未知,[来看我][来看我][来看我][来看我],0.69,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,路°C,未知,[来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我][来看我],0.93,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🍬彩虹波心脆,未知,@阿平,0.82,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,ˡのˡᵒᵛᵉ潇💗,未知,现在不一样了[看],0.43,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,😘 有金幸福,未知,没有,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,😘 有金幸福,未知,我现在不上,0.35,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户10619052,未知,有一些都被破坏了[发怒],0.19,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户10619052,未知,我看过,0.59,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,两宝贝的奶奶。,未知,小忍的游戏明子就叫小忍吗？,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,千道,未知,,,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,天上掉了个林妹妹,未知,@汐屿 卧槽,0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,众森梓钰整木高端定制,未知,这个书不一样啊,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,杨、不扰,未知,王者荣耀中…不喜欢玩后裔[捂脸][捂脸],0.03,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,不必在乎我是谁,未知,我想看你露脸,0.58,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,静小萌,未知,3月1日是我的生日,0.1,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我有病，我有罪，我是神经病,未知,今年我正好上四年级[惊呆],0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,陆遥知马力,未知,你来了，我给你视频吗？,0.58,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,✿．迷糊范儿Dê米宝她Ma＇,未知,[得意],0.92,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小晴天,未知,我们的书是大本的,0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,小晴天,未知,改了,0.39,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,媛,未知,封面不一样。,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,4358766884565,未知,你在骗我呢，我才三年级。,0.38,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,秀,未知,请问这个vR眼镜里面有多少游戏？,0.1,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,壶口导游小段（粉丝破1000开直播）,未知,神马！骑兵马俑。[赞]OK[酷拽],0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,红颜-一生,未知,[流泪],0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,stanstona,未知,我们没有,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,cat-貓,未知,兵马总,0.58,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,伊人思涵,未知,[偷笑][偷笑][偷笑][偷笑],0.35,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,加油,未知,我都还没学到,0.64,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,宅宅带你let’s go,未知,我还去过了,0.56,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Elson陈,未知,你这是穿越到现代西安，不是秦朝[捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,亚伯拉罕,未知,您好。,0.46,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,不俏巴哥,未知,不是古代人高了，是小兰矮了[捂脸],0.02,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,中国蛟龙突击手(暗区突围)（三角洲）,未知,可是我,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,肖彦宸,未知,我想看你真实的样子。,0.88,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,无鸣海,未知,下次还可以上吗,0.6,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,无鸣海,未知,原来VR也可以 上网课,0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,單車,未知,[捂脸],0.05,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,fufgiigf,未知,我是英彩,0.5,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,fufgiigf,未知,[发呆][发呆],0.22,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,man始皇,未知,为什么我们四年级上册没有？,0.98,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,在吗？,未知,Hello，我是小兰,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,妍希はせけこあ🌨🌨🌨,未知,我是一年级。,0.87,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,橙子🫐,未知,教材不一样！,0.71,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,去尘.,未知,小蓝能来一首来神佛,0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Gray1etter,未知,那个……我用的是人教版……,0.9,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,魁哥,未知,[流泪],0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,燕子,未知,[害羞][赞][一起加油][来看我][闭嘴][耶][呲牙][色],0.76,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,朵朵,未知,[赞][赞][赞][赞],1.0,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,。。。。。。。。。。,未知,我才二年级,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,冲呀！,未知,我还没有学呢？,0.77,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,厌世.,未知,一直到关于学校，我就脑袋疼,0.8,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,伤感的小绵羊,未知,,,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,@康康,未知,vR玩家一号,0.14,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,桃酥/夏可,未知,我一年级上册的书,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,昊蕊—家纺推荐,未知,爸爸在哪工作呢？我找了好多兵马俑,0.95,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,花枝丸ovo,未知,为什么你的头盔没有线了呀，是无线的吗,0.41,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,叶,未知,不是很专业，好复杂,0.72,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,暖风知我心🌟,未知,你怎么不更新了 这个视频还是 2020 年的,0.3,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,吃饭可以吧唧嘴,未知,别人不让你下去就有原因的原因就是压迫感。又或者有好几千人搁那盯着你，产生一种紧张慌张的感觉。,0.14,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,吴柏宪,未知,姐姐你这个VR眼镜几元[呲牙],0.41,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,果果,未知,没有,0.53,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户4078923813215,未知,@小兰，我想跟你见一面,0.81,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户4078923813215,未知,…宝蓝，你能给我在犹豫游戏里面表演那个扣糖饼游戏。用你的那个机器就可以,0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,[wzg],未知,[666][一起加油][心],0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,乔樱hα|O2B,未知,小兰，你玩非VR游戏不会累的吗,0.86,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,羽生结弦的金枪鱼,未知,[看],0.59,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,🍮葵诺-兜兜莓.✨,未知,我小学四年级[呲牙],0.97,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,1354776631,未知,我才三年级,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,習慣,未知,额...我去过这儿,0.47,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,爱玩蛋仔派队！！！,未知,We are是这个声音，对吧,0.33,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,…,未知,我相信你每个视频都会见到我的。,0.72,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,한하진,未知,我去过兵马俑，以前就去过了。,0.73,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,‵,未知,闹，挺周六，还得上课。,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,元宇宙VR科普文旅制造商,未知,学到了[赞],0.96,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,我是一张神奇的图片,未知,我去过。,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,2022.5.21,未知,为什么我看视频还要再学习[捂脸],0.31,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,张翔,未知,你为什么老是换VR,0.27,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,紫云沫雪,未知,我刚回家，你就这样,0.48,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户85015644,未知,我是人教版,0.78,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,ᝰꫛꫀꪝ 因为有你,未知,我初1了[黑脸],0.41,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,Surplus,未知,这是旧版。,0.75,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,暮斯（超甜）,未知,现在去翻垃圾桶来得及吗？,0.49,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,薇·,未知,我还没学呢,0.55,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,用户7607727539781,未知,身材超级漂亮，不知颜值？,0.94,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,琳墨,未知,早被我拿去烤地瓜了,0.61,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,donk(慕碟）🇷🇺,未知,？？？,0.09,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,e,未知,现在换版本了,0.38,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,开朗的网友6589,未知,我正好四年级上学期,0.99,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,KaiXin,未知,当我第一次看到这视频时我，好想划走啊，可惜我妈不让我滑走,0.51,抖音vr评论数据1.csv
居然能用VR学语文？ #vr  #网课,宇宙第一可爱公主,未知,我才三年级,0.73,抖音vr评论数据1.csv
