当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,就是个广西的,广西,这个眼镜还是不行，而且太差了，可能也是中国制造的太落后了，应该有多功能的，第一又又有隐身功能，第二也有那个把国中国那种电子支付的钱全部用这个眼镜自动把我可以把这些全部都收到这个眼镜里面，然后医护的的话，就像这样支付就不用扣自己本，的钱就好
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,小白并不白,安徽,你把车锁哪了[微笑]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,用户870873829,山东,能不能考科四
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,︆︈︋︋ㅤ︇︎ㅤ ︅,北京,给你买一个让你也体验一下@想起那场漫长雨季
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,小歪Yºº💤,广东,汕头小公园吗
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,河南家乡菜,江苏,本来现在不用现金都不知道钱花哪里去了，现在好了花的更快了
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,想飞的小玉,陕西,青桔也喊哈啰吗[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,贤哥胡弟,浙江,不是 车子就丢路中间？
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,道法自然,福建,锁着在路中间，你是认真的吗
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,秋水落芙蕖,浙江,不是，把车锁马路中央吗[捂脸]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,.,广东,原来这就是装系统
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,“Kiss”,海南,大街上又多了个自言自语的人
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,云的重量☁️,浙江,假的吧，车停在路边没不可能啊[黑脸][黑脸][黑脸][暗中观察][暗中观察][暗中观察]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,屿安_,安徽,傻妞快了[看]
当AR+AI眼镜 融入了生活点点滴滴 #AI眼镜 #AR眼镜 #共享单车 #科技改变生活 #rokid,工控维修,广东,其实可以做到的，现代的手机可以做到的事连到眼镜上就ok了
