标题,昵称,地区,评论内容,情感得分
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,飞箭,重庆,我想买一个到大深林里去挖草药，不知道准确率高不高。,0.51
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,任务中,陕西,我想问一下，这种买股票或者买基金会不会亏啊[宕机],0.58
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,没事就爱到处浪,云南,算了吧[捂脸]目前不太可能这么智能[捂脸]就用翻译这个问题来说[捂脸]，现在的翻译功软件，懂得都懂[捂脸][捂脸]全是商家的噱头,0.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,五次方姐妹团,陕西,这是想象出来时，还是有实物？没电怎么办？续航怎么样？,0.5
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,𝕹𝖔.𝟎,浙江,华为智能眼镜出来好久了,0.46
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,雷先生,河北,不懂就要问，如果每个人都戴一个眼睛走在大街上或者人多的地方，会不会乱套,0.53
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,夜壶,广东,我儿子高考能戴吧,1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,品玉阁,河北,[呲牙]升级款吗,0.69
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,小桥流水,四川,我要跟朋友视频聊天怎么办，手举着眼镜吗,0.15
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,长情,陕西,所以有了这个东西以后无论是机动车祸还是非机动车祸将会越来越多，包括走路摔倒，掉下水井率也会大幅上升[灵机一动],0.95
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,芝麻姐姐,湖北,近视眼怎么戴[捂脸],0.83
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,莫欺中年穷,江苏,续航绝对不超过四小时，重量绝对压的耳斜鼻塌。信号不超3G[捂脸],0.01
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,憬憬、,山东,我想打局王者怎么办,0.57
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,烟雨*江南,重庆,这是那个亲爱的翻译官AR翻译眼镜吗？,0.92
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,我是中药师，专治犟种愤青和精神病,江苏,主播好年轻啊，知道很多年前有个科技顶流公司叫做摩托罗拉么？他们在倒闭前推出了一款高端智能眼镜产品，比这个好看多了。最后还是没有市场认可，太鸡肋了，在脑机借口没有出现前，智能眼睛没有市场，他只能靠手和声音去控制。很鸡肋，比智能耳机还鸡肋。,0.97
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Junking,广东,那么问题来了：人活着的意义是什么呢？,0.78
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,轻轻宝贝,四川,近视眼怎么办,0.8
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,🌄崬纔🌄,广东,我敢肯定，戴这样眼镜👓的，大多会慢慢变成斗鸡眼[大笑][大笑],0.99
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,视界୧⍤⃝✨,广东,愿景很好，5年内没啥机会。硬件远不达标，然后才是软件生态。头戴式设备并不能像PC一样从机房开始迭代，它注定了铺货之日就必须小巧玲珑，且续航达标（12h为最低标准）。[白眼][白眼][白眼],0.56
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,孤独的旅行者,云南,"我最关心的两个问题 
近视眼怎么办 ？[尬笑]
充一次电可以用几小时 ？[尬笑]",0.97
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,卷心菜,四川,考试带上是不是几乎满分[发呆],0.86
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,巡查,上海,高考能带进考场吗？,0.85
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,记录与回忆,陕西,高考能带进去吗[捂脸],0.2
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,🌏豫郎,上海,这个不就是10年的谷歌眼镜嘛[捂脸],0.01
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,年年发财,浙江,特斯拉手机出来之后不用话费，不用网络费，作为老百姓，我也相信哪个费用低用哪一个,0.84
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,菜菜,广西,请问那个续航多少个小时[尬笑]，是用核电池嘛[尬笑],0.1
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,小红本AI智能英语龙河店,江苏,开机看300秒广告吗？,0.26
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,芒果千层,吉林,Deep seek，你可以让他教你怎么用它，就是他可以教你怎么用的，我昨天突然间搜到了，我震惊了[泪奔][求抱抱],0.95
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,ঞོ🐰࿐,广西,搞成隐形眼镜 我无敌了,0.61
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,🌈枫叶,河北,就感觉实时翻译比较有意义，其他手机都可以解决，替代意义不大，还不如手机方便。,0.97
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,禾隅建筑周明智,湖南,学校要我们卷大部分人都用不到的英语，但是跟每个人息息相关的法律却忽略了，大部分人都是法盲,1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,齐德隆咚锵,浙江,能不能让ATM里的钱直接出来,0.16
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,带你飞翔🇨🇳,湖北,高考的时候戴上它会不会把题目一扫就有结果了[捂脸][捂脸][捂脸],0.01
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,大山,天津,充电八小时，使用十分钟[呲牙],0.35
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,用户5483054735146,辽宁,以前有摄像头，mp3的骑行运动眼镜，然后又加了可视镜片，电话卡能打电话了，现在又加了互联网，就取代苹果，吊打一切了。。。。。。,0.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,虎纠单凝糕,丹麦,我不戴眼镜的，这样整，我得硬戴了？[看][看],0.4
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Leaves,上海,"我:乐奇，打开王者，这局帮我打金牌打野，战绩18-0-0，时间控制在10分钟
乐奇:哥，对面俩乐奇[裂开]",0.1
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Python,四川,高考能戴不？,0.99
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,小九̶ﻬ,湖北,如果丢了或者掉地上坏了咋办,0.25
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,djznz,上海,这样的就行了,0.55
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,哇哇卡,北京,戴这个是不是能考满分了,1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,阿迪~19,新西兰,感觉不实用[捂脸]近视眼怎么办,0.16
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,祝好,江苏,可是我深度近视 不知道能不能戴[流泪][流泪],1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,有格调的虾干,浙江,近视更厉害的感觉[捂脸],0.22
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,暖暖,江西,哑巴怎么办？,0.38
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,山佳,上海,近视的问题可以解决吗,0.81
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,幸福的子弹,山西,这个考试的时候能戴吗,0.99
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Timm,广东,哪里发明的，是不是中国,0.47
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,三鱼（Ai+自媒体版）,浙江,我就说学英语没用[看][看][看],0.31
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,洣雾,上海,近视咋办[噢买尬],0.95
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,一二三,湖北,会不会跳出来广告[捂脸],0.01
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,大叔爱生活（45岁）,广东,只能是手机配件，怎么打游戏🤔,0.35
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,十七°,浙江,我就想问近视的咋整戴两幅？,0.98
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,重铸,广东,什么时候来个沉浸式全虚拟游戏？，这是我最期待的[捂脸],0.43
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Nathan,浙江,20分钟没电了，信号弱断网了，近视的戴不了,0.59
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,小楼昨夜听风雨,天津,小米要取代苹果了,0.95
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,小小尘埃,北京,考试能带么？,0.89
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Little利特尔,广西,续航怎么解决,0.69
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,静静敏,江苏,考试是不是有人可以做弊了？,0.83
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,中国🇨🇳网友,浙江,近视眼的人怎么办[捂脸],0.17
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,飘散,河南,电力咋供应的。 核动力呀。  如果电池半斤重。耳朵鼻子能不能承受住。,0.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,红尘世间一盲流,河南,眼睛会语音播报，我不信？怎么播报的？,0.61
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,── 展开 8317条回复 ⌵,河北,眼镜和手表都要连接手机，比如蓝牙，其实手表等于播放器，眼镜就是投屏，一切来源于手机，跟智能手表一个道理,0.02
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,圆子.,湖北,但是这种，走在路上会不会比较危险，注意力全在眼镜片上了，有车来了都可能会没法及时看到[发呆],0.29
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,境念～,重庆,戴这个走街上，哪个女的看上我了？会不会也有提示？,0.98
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,破烂四驱车集中地,吉林,我想问一下 高考可以带？,0.84
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,透明~弹幕,上海,那么戴眼镜的怎么办,0.13
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,永刚,安徽,"感觉只是改变了一些行为方式，
没有这些一样可以达到目的，
没有节省时间，也没有改变生活",1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,真诚不惑的熊猫,湖南,这个眼镜现在最大问题是重量，和电池续航，没有解决这个问题很难推广,0.81
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,一米阳光【かえる】,山西,我近视眼咋办，不想戴隐形啊,0.98
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,回忆录,贵州,3000左右才是王道,0.75
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,衣佳人（卢家巷）,江苏,时间久了会不会成斗鸡眼[尬笑],0.74
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,⭐化工霖⭐,福建,[捂脸]这个最先做的是谷歌,0.13
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,GT小厨,云南,接下来是脑机接口，因为眼球受损,0.04
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,蓦然回首(•ิ_•ิ),江苏,对视力有无影响[疑问],0.27
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,懒,北京,报价组呢 快出来让我死心,0.46
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,宋悟空,山西,deepseek这会都已经成弱智了,0.05
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,墨的色彩,辽宁,带这个眼镜看文物就不用导游了,0.74
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,艺声DJMC培训,广东,不喜欢带眼镜怎么办,0.28
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,时间煮雨,云南,续航能力说一下,0.85
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,绅士们好,四川,翻译可以淘汰了，英语也没必要学了直接ai翻译,0.71
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,表叔,广西,你认为的好，别人不是这么认为的，不戴眼镜的人你让他戴个眼镜怎么能行呢？,0.09
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,用户185007469383,江苏,考试可以带进去吗？,0.84
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,肌肉的震动,广东,哪位高手能告诉我十多年前的谷歌眼镜怎么搞不起来的？这个不是炒旧饭吗？,0.03
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,跟着感觉走,湖北,新交往的女朋友呢？能扫描全部未知信息吗？,0.99
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,用户0578256742364,四川,能打王者？能玩和平精英？知道这2个游戏全国有多少人在玩吗？玩这两种游戏的人，他必须要买手机，不会买你这个眼镜，中国除了玩这两种游戏的人又有多少人去买你这个眼镜,1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,꧅：এ᭄ꦿ淡然一笑এ᭄ꦿ,广东,其他不说 苹果手机 养活了多少企业 多少人！,0.58
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,温州·杨绍培·凤巢,浙江,能不能提醒我附近有没有我朋友或认识的人在，距离多少，哪条街什么位置,0.54
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,尼古拉斯慕容狗蛋,智利,这是哪个牌子的眼镜，我需要搞一个。只要它能翻译智利的西班牙语,0.17
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,依本葫芦,重庆,如果这只是一个概念品，我认为这也没什么太新鲜的！如果这已经是成品了，我不认为现在还会这么安静。,0.08
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,等等,四川,我觉得还是装芯片吧，毕竟我要化妆，如果再出个全自动化妆就好了[猪头],0.65
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,鱼小橙🐳🍊,江苏,近视眼怎么带,0.92
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,阿峰,广东,是不是将来每个人都戴个有色眼镜，以后连对方的脸都看不清楚了,0.57
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,王师傅,广东,未来设备,0.85
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,这一世如梦如幻,广东,大模型还没完全成型 AR智能眼镜现在只能说有潜力罢了，依旧只是玩具,0.78
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,东城,天津,我有一个大胆的想法[舔屏],0.94
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,江阴市城区亿声音乐培训中心,江苏,国运级别的deep seek,0.49
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,沃克英手杖,山东,考试可以带吗？急需，快要高考了,0.99
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,世中逢尔,河北,近视眼怎么办，带两个眼镜吗[尬笑],0.79
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,九年义务教育的漏网之鱼,福建,这么历害，那么再改一下是不是就变成。导盲眼镜。,0.49
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,@@澎湖湾,天津,色盲怎么办[偷笑],0.51
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,小宝,广东,会不会远程自爆的啊       [呲牙],0.35
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,醉看人生  笑谈风云,内蒙古,给我儿子买一个能考上清华大学不？,0.81
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,****Caltech逃跑计划****,湖南,这个东西最大的bug就是，为何要放个东西在鼻子上。尤其不近视的人,0.84
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,猴梨蟹,匈牙利,自拍怎么办,0.3
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,汉武帝,安徽,会不会要开通会员？,0.16
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,潍坊福霖畜牧设备  王鹏,山东,之前苹果是不是出了一款VR眼镜？带着的功能太多了。,0.64
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,艾瑞克,安徽,以后我看哪个领导还敢讲我上班玩手机[舔屏],0.45
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,元先生,河北,近视眼怎么办,0.8
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,抖音杠精协会,菲律宾,大部分还是靠手机，眼镜只是作为屏幕，因为眼镜的电池不足以带动运算长时间使用,0.26
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,九块腹肌,广西,哪个公司啊？我四百万立刻马上 明天重仓进去,0.07
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,不忘初心！西安郭子,陕西,参加高考能戴吗？,1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,皮皮虾没皮,浙江,"你们慢慢玩,我去研究视力恢复",0.99
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,静溪,湖南,请问续航时间？眼镜重量？,0.23
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,白羊座🐏,辽宁,能玩王者荣耀不？我就这一个问题,0.83
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,分歧者,湖南,国产ai，不管它叫什么名字，哪家公司做出来的，特定问题上它搜出来的答案一定会有一些倾向，另外一些问题的答案一定是给你推广告。,0.65
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,℡Hello、先生          ༽,江西,小米也出了很久了，1988,0.88
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,上看看百货商行,广东,近视眼怎么办,0.8
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,Mr.正月,辽宁,早20年研究出来，老子高考起码也上个211/985吧[耶],0.97
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,凡烦梵,辽宁,要不要每次用之前先看一段广告,0.49
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,大米虫,辽宁,以后高考不让带眼镜进去了[捂脸]近视的学生麻烦大了[泪奔],0.77
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,眉山市东坡区妙指如诗美甲美睫,四川,我不想戴眼镜 还是喜欢用手机[捂脸],0.02
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,不破圣衣来,天津,都用上ar眼镜了还骑共享单车？？？？[泪奔][泪奔][泪奔],1.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,答案（秋季版）,辽宁,"如果是咱们发明的，好，它会收VIP的
如果不是咱们发明的，我们负责运营的，好，它会收VIP的
[看][看][看]",0.0
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,麦兜dè霸霸™,辽宁,上流量卡的？ [看],0.33
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,开车不用油,浙江,打败智能手机的一定是ai眼镜,0.5
替代苹果手机的#AI眼镜 已经出来了。这比#deepseek 给我们带来变化大多了。六大功能惊掉你下巴#人工智能 #智能穿戴,独行侠,湖北,我为什么这么多年不买苹果，就是想等一步到位。,0.47
